CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
975;Serviestado;975-SERVIESTADO;SAN ANTONIO 427 Local 407;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346853;6298973;-70.64825045;-33.43788426
979;Serviestado;979-SERVIESTADO;SANTO DOMINGO 972;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346609;6299147;-70.65084421;-33.4362748
982;Serviestado;982-SERVIESTADO;AV. LIB. BERNARDO OHIGGINS 3156 Local 0676 GALERIA F;ESTACION CENTRAL;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;344083;6297528;-70.6781100270276;-33.4506229941267
986;Serviestado;986-SERVIESTADO;AV. EGANA 50;ÑUÑOA;Lun a Vie 9:00 a 21:00 Sab 9:00 a 19:00;354014;6297411;-70.57107139;-33.45382053
987;Serviestado;987-SERVIESTADO;TEATINOS 425;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346205;6298870;-70.65523364;-33.43872044
996;Serviestado;996-SERVIESTADO;PARQUE CENTRAL ORIENTE 1148 CIUDAD SATELITE;MAIPU;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;334298;6285123;-70.78582651;-33.56087405
1224;Fullcarga;MARION;LOS DURAZNOS 356-A;ESTACION CENTRAL;;341056;6295687;-70.710417;-33.466487
3316;Fullcarga;NISSY LA PINTANA;JOAQUIN EDWARDS BELLO 10999;LA PINTANA;;349448;6285070;-70.62268808;-33.56360171
9878;Fullcarga;ERICHOPER;LOS RETAMOS  5615;HUECHURABA;;349062;6305684;-70.62318232;-33.37779948
10347;Fullcarga;DON ORLANDO RENCA;ARTURO PRAT  5725 DPTO 11;RENCA;;338912;6302602;-70.73299013;-33.40400045
10489;Fullcarga;NOLBERTO VALDES NAVARRO;CALLE 462  5994;PEÑALOLEN;;354320;6291989;-70.56833145643716;-33.50171990370461
10767;Fullcarga;BAZAR LA KUKA;RECOLETA 4021;RECOLETA;;347250;6304432;-70.6422992625761;-33.3884287445116
11267;Fullcarga;DAVICITO;LOS PLATANOS  1214;CERRO NAVIA;;338922;6299319;-70.7327209677419;-33.4334305376344
12214;Fullcarga;ATEMIS COMPUTACION;GABRIELA PONIENTE 519;PUENTE ALTO;;352713;6283332;-70.58762524;-33.57983789
12547;Fullcarga;JOSE MANUEL NAVARRETE OSSES;RIVERA 1799;INDEPENDENCIA;;345511;6300152;-70.661737;-33.426896
14629;Fullcarga;ALMACEN GERUDA LO ESPEJO;CALLE ACAPULCO 8197;LO ESPEJO;;343976;6289472;-70.68083991;-33.52312601
16849;Fullcarga;ALMACEN;CORDILLERA DE LOS ANDES  0145;LA GRANJA;;348557;6287573;-70.6310983333333;-33.5406205555555
18696;Fullcarga;CIBER JAVINET;LAS CLARISAS 0777;QUILICURA;;336636;6307085;-70.756462;-33.363354
22058;Fullcarga;JUANA HUENUN;BARTOLOME DIAZ  563;SAN BERNARDO;;343656;6282598;-70.6853093586704;-33.5851606014042
25744;Fullcarga;BAZAR ANGELES;MANUEL ANTONIO MATTA 0246;QUILICURA;;337952;6307236;-70.7422969444444;-33.3621937037037
50119;Fullcarga;DON LUIS;ESTACION PAILLACO 0396;PUENTE ALTO;;350532;6278740;-70.6118877935446;-33.620933239242845
55426;Fullcarga;JAVIER RICARDO PEREIRA PRADO;LAS OLMECAS 10859-B 10859-B;LA PINTANA;;349981;6285497;-70.616692;-33.559933
56741;Fullcarga;BUSTAMANTE;TORTEL 758;ESTACION CENTRAL;;341417;6295016;-70.7066513888888;-33.4724813888888
57920;Fullcarga;EDGAR COSME PORTAL;SAN PABLO 5186 5186;QUINTA NORMAL;;341435;6298488;-70.7065919667437;-33.4414644927552
59324;Fullcarga;ELENA MINCHAN AMBROSIO;LOMA LARGA  854;LAS CONDES;;357167;6301791;-70.536145;-33.413732
59853;Fullcarga;JUANITA CERRO NAVIA;SALVADOR GUTIERREZ 8085;CERRO NAVIA;;337083;6301185;-70.7529148;-33.4164973
60219;Fullcarga;LOS CHINCHILLOS;CALLE 17 A 901;PEÑALOLEN;;355812;6295970;-70.5516327601861;-33.46602302042598
61032;Fullcarga;LA VALE EL BOSQUE;PASAJE LOS ARCE  12278;EL BOSQUE;;343712;6284491;-70.68380735853458;-33.567822914405426
61067;Fullcarga;MARIA TERESA;JUAN LUIS SANFUENTES  8463;SAN RAMON;;347323;6288003;-70.6450131207735;-33.5369698874354
61391;Fullcarga;SAN ALFONSO SN BERNARDO;CALDERON DE LA BARCA  217;SAN BERNARDO;;343126;6283087;-70.69111827;-33.58056155
62373;Fullcarga;POMPEYITA;LINCOLN 02099;LO ESPEJO;;344208;6290627;-70.67795612;-33.51286149
62395;Fullcarga;KIOSKO MARIAN LA FLORIDA;SANTA RAQUEL (ESQ/MARIA ELENA) 4623;LA FLORIDA;;351569;6285181;-70.59963385791846;-33.56301274054996
62613;Fullcarga;OASIS;ALBERTO LLONA 1470;MAIPU;;336935;6290372;-70.7557102;-33.513673600000004
62683;Fullcarga;BAZAR MARY LA FLORIDA;TRINIDAD 995;LA FLORIDA;;351484;6286937;-70.59967951557142;-33.546760320366026
62716;Fullcarga;JUAN BAUTISTA VIDAL BARRIENTOS;SAN PEDRO 1778-B;LA FLORIDA;;354282;6286217;-70.570259;-33.554043
63076;Fullcarga;LOTO;BALMACEDA 347;PUENTE ALTO;;353852;6280034;-70.57531944444445;-33.6093277777778
63356;Fullcarga;MIGUEL AGUILERA;PASAJE QUECHUAS 2009;PEÑALOLEN;;355338;6294881;-70.55766685;-33.47595427
63396;Fullcarga;PUNTO ARAUCO;ARAUCO 185;SANTIAGO;;348709;6295417;-70.62870143;-33.47031701
63493;Fullcarga;MONICA PILAR ESPINOZA MARTINEZ;EL SALTO 2911;RECOLETA;;348508;6303141;-70.6289944871794;-33.400252051282
63521;Fullcarga;ROSITA;5 DE ABRIL 3331;LO ESPEJO;;343372;6291397;-70.686829;-33.505795
63696;Fullcarga;ELLEN MARLENE MOSCOSO GAS;CERRO PARANAL 1765;PUENTE ALTO;;355585;6281805;-70.55635616738475;-33.59360142005146
64030;Fullcarga;GUILLERMINA ESTER;VECINAL NORTE 734;EL BOSQUE;;344726;6283302;-70.6730765471254;-33.57857107027501
64317;Fullcarga;D LLA FRUIT;MANUEL ANTONIO MATTA 1920;QUILICURA;;341293;6306909;-70.7064117593493;-33.3655641126751
64326;Fullcarga;D Y D;LAGO YELCHO 5211;PUENTE ALTO;;354638;6286656;-70.565777;-33.549845
65793;Fullcarga;CAMILA PUDAHUEL;CALLE DAGOBERTO GODOY 1080;PUDAHUEL;;337662;6298915;-70.74709686;-33.43705396
65966;Fullcarga;MARKITO;MONJA ALFEREZ  4815;SAN MIGUEL;;345709;6292687;-70.66145075;-33.49450266
66005;Fullcarga;ALMACEN CHARLY CHICO;EL CANELO 1074;LA PINTANA;;347386;6282562;-70.6450931803966;-33.5859315758334
66008;Fullcarga;MINIMARKET ENRIQUE;BARROS ARANA 1314;SAN BERNARDO;;341976;6280137;-70.7032633333333;-33.6067033333333
66197;Fullcarga;FERNANDA;CHIGUAYANTE 914;SAN BERNARDO;;342008;6283524;-70.70288922;-33.57657313
66243;Fullcarga;GLADYS;PADRE PALOTINOS  0175 ;SAN BERNARDO;;342404;6278157;-70.69900069444445;-33.624617777777786
66246;Fullcarga;DON BETO;GENERAL SILVA  12202;EL BOSQUE;;345644;6283646;-70.66313081413;-33.575610358146754
66294;Fullcarga;JUANA DEL CARMEN;PASTORAL 526;HUECHURABA;;348157;6306418;-70.632004;-33.371393
66310;Fullcarga;ISABEL PETRONILA ARCAYA G;CALLE RENE OLIVARES BECERRA 2865;MAIPU;;334059;6287203;-70.7880081;-33.54208479
66327;Fullcarga;BOTILLERIA CAROLINA;TENIENTE LUIS CRUZ MARTINEZ 12723;LA PINTANA;;345972;6283318;-70.6596529916666;-33.5786070722222
66330;Fullcarga;SANTA CRISTINA EL BOSQUE;CALLE JUAN ESPEJO 9808;EL BOSQUE;;344023;6286789;-70.680801;-33.547443
66346;Fullcarga;SAN ANDRES;SERGIO VALDOVINOS 1285;QUINTA NORMAL;;341386;6298844;-70.7069183442484;-33.4382121791096
66366;Fullcarga;ALMACEN LA ESCALERA SAN JOAQUIN;ALCALDE PEDRO ALARCON 478;SAN JOAQUIN;;348116;6293186;-70.6348931666666;-33.4899533888888
66420;Fullcarga;COM GONZALEZ CERRO NAVIA;AVENIDA SALVADOR GUTIERREZ 8009;CERRO NAVIA;;337294;6301165;-70.75065131;-33.41671244
66429;Fullcarga;ALMACEN C Y S;TONGOY 1123;LA PINTANA;;347532;6283109;-70.6434652225976;-33.5811171246109
66448;Fullcarga;JUAN MUÑOZ;HECTOR AHUMADA 1984;CERRO NAVIA;;339262;6300918;-70.72934523;-33.41934605
66463;Fullcarga;ISABEL C CISTERNA MATURA;VICUNA MACKENNA PONIENTE  9705 B;LA FLORIDA;;352496;6287108;-70.58876459298325;-33.54536061855202
66468;Fullcarga;SANTA TERESA;3 PONIENTE 0342;MAIPU;;335402;6288194;-70.7726081558051;-33.5330709393052
66527;Fullcarga;CIBER ACTION;LO CRUZAT 0472 ;QUILICURA;;339908;6308104;-70.72055132777673;-33.35425734950343
67259;Fullcarga;KAREN;SAN FRANCISCO 9134;SAN RAMON;;346683;6287332;-70.651307117117;-33.5425198198198
67320;Fullcarga;NANCY;ESPERANZA  1260;SANTIAGO;;344193;6299710;-70.6765484116448;-33.4309639865605
67554;Fullcarga;EL NEGRITO RENCA;JOSE MIGUEL INFANTE 5650;RENCA;;339051;6302229;-70.72703411;-33.40662805
68357;Fullcarga;LOS 121 LO ESPEJO;LUCILA GODOY 02360;LO ESPEJO;;343805;6290320;-70.6817731034482;-33.515172183908
68367;Fullcarga;LENNY;RIO MALLECO 747;QUILICURA;;336322;6307403;-70.7597808222442;-33.3604366295564
69401;Fullcarga;ALMACEN Y BAZAR;PLAZA DE ARMAS 02791;LA PINTANA;;349379;6281729;-70.623233;-33.593425
69429;Fullcarga;LEOCRISMA;UMBRAL  2184;PEÑALOLEN;;358245;6294238;-70.52573035387469;-33.481972554307156
69771;Fullcarga;SAN RICARDO LA PINTANA;CALLE EL QUILLAY  1108 ;LA PINTANA;;347465;6282502;-70.643728;-33.586301
70311;Fullcarga;LUAN RENCA;RAUL OLIVARES  1872;RENCA;;338105;6303363;-70.74153056;-33.39701578
70945;Fullcarga;TIENDA UPA!-SHELL  (F.663);SANTA ELENA ESQ. AMERICO VESPUCIO 1077;MAIPU;;337003;6294214;-70.754290;-33.479164
70947;Fullcarga;TIENDA UPA!-SHELL  (F.448);AVENIDA FARELLONES 14380;LO BARNECHEA;;360722;6307039;-70.49709739544674;-33.36687185051367
71018;Fullcarga;TIENDA UPA!-SHELL  (F.652);VICUÑA MACKENNA 9840;LA FLORIDA;;352617;6286976;-70.5880525296785;-33.5469704357368
71026;Fullcarga;TIENDA UPA!-SHELL  (F.617);CAMINO RINCONADA 1266;MAIPU;;335165;6289926;-70.7754154565163;-33.5178176140173
71511;Fullcarga;CLAUDIA URRUTIA;ESMERALDA 6349;PEÑALOLEN;;354040;6294302;-70.57096293333333;-33.48071453333333
72444;Fullcarga;BAZAR ARIEL LO ESPEJO;PASAJE VEINTICINCO 6504;LO ESPEJO;;344570;6290834;-70.6734560483028;-33.5107587165928
72847;Fullcarga;KEVIN;HERRERA 1002;SANTIAGO;;344032;6299417;-70.6783221314172;-33.433583050703
72860;Fullcarga;VILUM MARKET CERRO NAVIA; MAMA KRISTINA 1680;CERRO NAVIA;;337496;6300125;-70.74787659;-33.42583143
73750;Fullcarga;TIENDA UPA!-SHELL  (F.165);GENERAL BLANCHE  11860;LAS CONDES;;358999;6303059;-70.5168017777428;-33.4028162868279
73872;Fullcarga;ANITA;MAIPU 6311;PEDRO AGUIRRE CERDA;;343537;6291547;-70.6844407312925;-33.5040707551021
75873;Fullcarga;ROSA CARVAJAL CONTRERAS;RIO ACONCAGUA 1014;LA GRANJA;;350081;6286547;-70.615440;-33.550491
75942;Fullcarga;BAZAR TODO ESCOLAR;MANUEL ANTONIO MATTA 0245;QUILICURA;;338683;6307056;-70.7344693853511;-33.3639201757277
76073;Fullcarga;EL TALENTO QUILICURA;EL EBANO 1019;QUILICURA;;340150;6308252;-70.7185025776446;-33.3533555473489
78065;Fullcarga;LAS ROSAS;SAN PEDRO NOLASCO 1803;SAN BERNARDO;;345297;6282102;-70.66714196969697;-33.58947555555556
78875;Fullcarga;TIENDA UPA!-SHELL  (F.152);CRISTOBAL COLON 4359;LAS CONDES;;353173;6300660;-70.5798304278255;-33.4236650598888
78920;Fullcarga;PATRICIA;LIBERTADOR BERNARDO OHIGGINS  3410;ESTACION CENTRAL;;343737;6297347;-70.68128983742173;-33.45191760202692
79105;Fullcarga;BAZAR CLAUDIA;REY DON FELIPE 1251;LA PINTANA;;347904;6283492;-70.6393938791466;-33.5777222034571
79212;Fullcarga;EL OSITO;EL CONQUISTADOR 140;MAIPU;;333183;6288868;-70.79710006;-33.52710767
79246;Fullcarga;EL TAMBO;LOS RAULIES  11461;EL BOSQUE;;345259;6284400;-70.66715409090911;-33.56875636363637
79247;Fullcarga;LAS PRINCESITAS;JOSE MANUEL BALMACEDA 1252;LA PINTANA;;347897;6283364;-70.6395078648141;-33.5787773964072
79298;Fullcarga;LEINA ANDRAWES BOULES HEJAZEEN;HERNANDO DE MAGALLANES 872;LAS CONDES;;355079;6301608;-70.55936936;-33.41527122
79356;Fullcarga;TIENDA UPA!-SHELL  (F.107);FRANCISCO BILBAO 3785;PROVIDENCIA;;352697;6299722;-70.5850936994415;-33.4320620648256
79467;Fullcarga;EL DROOPY;VICTORIA  3266;MAIPU;;335674;6292185;-70.7689458535552;-33.4971336199571
79567;Fullcarga;ANITA;MARIA AUXILIADORA 702;SAN MIGUEL;;347593;6293255;-70.6410821428571;-33.4896497619048
79576;Fullcarga;BRINDIS;FREIRE 695;SAN BERNARDO;;341784;6281312;-70.70512298245616;-33.59607815789472
79660;Fullcarga;ARIAS MARKET;VICUÑA MACKENA 1333-A;SANTIAGO;;348631;6296559;-70.6287738157861;-33.459616264294
79763;Fullcarga;SAN VICENTE;JULIO COVARRUBIAS 10092;EL BOSQUE;;345880;6286006;-70.6608313682667;-33.5548048709251
79827;Fullcarga;JENNY ALVAREZ FUENTES;CENTRAL CARDENAL SILVA HENRIQUEZ 4635;PEDRO AGUIRRE CERDA;;343350;6292599;-70.686703;-33.494825
79964;Fullcarga;LA COTE;TENIENTE CRUZ 1494;CERRO NAVIA;;338319;6300208;-70.739746;-33.425554
80013;Fullcarga;EL GRIFO;CHIPANA 555 DEPTO A-11;QUILICURA;;337055;6306763;-70.75143984848482;-33.36591558441559
80044;Fullcarga;PAULA;LIBERTADOR BERNARDO OHIGGINS 108;SANTIAGO;;347898;6298998;-70.6368271353969;-33.4379212177902
80073;Fullcarga;TIENDA UPA!-SHELL  (F.122);LA DEHESA 457;LO BARNECHEA;;359105;6307496;-70.5149755942711;-33.3628270240306
80074;Fullcarga;TIENDA UPA!-SHELL  (F.159);PEDRO AGUIRRE CERDA 4981;CERRILLOS;;342357;6293699;-70.6973440500445;-33.4848946887901
80870;Fullcarga;TIENDA UPA!-SHELL  (F.793);CARLOS ANTUNEZ 2490;PROVIDENCIA;;351115;6300287;-70.6020194232275;-33.4267514761552
80871;Fullcarga;TIENDA UPA!-SHELL  (F.123);JOSE ALCALDE DELANO 11355;LO BARNECHEA;;357558;6308368;-70.5314507752412;-33.3547649455331
81719;Fullcarga;SAY HERMINIA BALBOA FLORES;COOPERACION 6381;PEDRO AGUIRRE CERDA;;343316;6291556;-70.687401;-33.504356
81724;Fullcarga;RODRIGO;CERRO NEVADO 1735-B;MAIPU;;338705;6292075;-70.7363466666667;-33.4985916666667
83061;Fullcarga;DONDE LA NANCY;ESTADIO DE QUILICURA 67;QUILICURA;;338167;6308555;-70.73917166666668;-33.349934761904755
83454;Fullcarga;ANDREA - ANDRES;SIERRA BELLA 2025;SANTIAGO;;348237;6295236;-70.633251;-33.471605
83856;Fullcarga;DONDE LAS CHIQUILLAS JESSICA Y SILVIA;BURGOS 193;QUILICURA;;338634;6308190;-70.734225462963;-33.3532874074074
83913;Fullcarga;VILLA ALEGRE;COLO COLO 1240;CERRILLOS;;339819;6292246;-70.7243359564935;-33.497214686585
84469;Fullcarga;JOSE HERMIDA ARBUCH;LONGITUDINAL 3 LOCAL 701;INDEPENDENCIA;;344159;6301206;-70.6766523879444;-33.4174706085135
84753;Fullcarga;MARCELA ANDREA AGURTO ORTEGA;JOSE VICTORINO LASTARRIA 51;SANTIAGO;;347521;6298799;-70.640907;-33.439659
85107;Fullcarga;MINIMARKET;RAUL SILVA HENRIQUEZ 1233;CERRO NAVIA;;339163;6299373;-70.73011004647434;-33.432862323557686
85208;Fullcarga;MARCELA VASQUEZ VERA;SAN ANTONIO 1758;SAN BERNARDO;;345303;6282341;-70.6676087456191;-33.5877233285047
86177;Fullcarga;ZORAIDA ZEVALLOS HUANCA;MATUCANA  873;SANTIAGO;;343862;6299257;-70.680357;-33.434875
86604;Fullcarga;JUAN PABLO MORENO VERA;NUEVA IMPERIAL 4305;QUINTA NORMAL;;342639;6298160;-70.6935877605865;-33.4446070934453
86775;Fullcarga;ETIENNE;EL LIBERTADOR 729;EL BOSQUE;;345166;6284333;-70.668747;-33.569740
86947;Fullcarga;ALMACEN LA ITA;LUIS MATTE LARRAIN 02039;PUENTE ALTO;;355396;6282815;-70.55880060150953;-33.584869684755226
87106;Fullcarga;BAZAR;PARQUE  CENTRAL PTE. 1189 - A;MAIPU;;334212;6284995;-70.7860125;-33.56172416666665
87775;Fullcarga;PROVISIONES OLGUITA RECOL;LA VALLEJA 4091;RECOLETA;;346263;6304876;-70.65359252;-33.38457392
87777;Fullcarga;MARINA CORREA;LOS JILGUEROS 2148;HUECHURABA;;342842;6307853;-70.689651;-33.35735359
87802;Fullcarga;SANTA OLGA;AURORA DE CHILE 2437;INDEPENDENCIA;;344311;6301687;-70.67511298;-33.41304471
87926;Fullcarga;LA FAMILIA;PADRE JAIME LARRAIN 7 A;ESTACION CENTRAL;;342213;6296231;-70.6985782133289;-33.461998008532
88188;Fullcarga;LIBRERIA JIT VITACURA;PRESIDENTE KENNEDY  7946;VITACURA;;355519;6304245;-70.5534623148722;-33.3913782111783
88189;Fullcarga;MARTINA;SIMON BOLIVAR 4444;MAIPU;;339873;6294822;-70.7232939583333;-33.4739939583333
88192;Fullcarga;KIOSKO BIP VITACURA LAS U;AVENIDA VITACURA  9275;VITACURA;;356190;6305301;-70.5468315614861;-33.3822622500193
88204;Fullcarga;MINIMARKET KEKO;TEHUACO 1331;ESTACION CENTRAL;;342165;6294832;-70.698641;-33.474366
88206;Fullcarga;LOS SOCIOS EST CENTRAL;5 DE ABRIL  5493 B;ESTACION CENTRAL;;340729;6295462;-70.71326698;-33.46860798
88218;Fullcarga;CONFITERIA Y CAFETERIA SN;AV. SANTA ROSA  4389;SAN MIGUEL;;347665;6292326;-70.6398872222222;-33.4976408333333
88219;Fullcarga;ANGEMAR 13 SN MIGUEL;VARAS MENA  551;SAN MIGUEL;;347694;6290752;-70.64060504;-33.51211963
88224;Fullcarga;FRANCISCO JAVIER GONZALEZ;SANTO TOMAS   500  D16;LA GRANJA;;349236;6285691;-70.6241036385455;-33.5576789175267
88229;Fullcarga;DON REMI CERRILLOS;CALLE LA PRIMAVERA  930;CERRILLOS;;339003;6291038;-70.7340933113409;-33.5082795458454
88231;Fullcarga;SANTA ELENA LA GRANJA;PADRE ANTONIO JUPNERK  0297 ;LA GRANJA;;348644;6286924;-70.630266147619;-33.5464857904761
88233;Fullcarga;YASNITA Y CARLITOS EST CE;ANTARTICA 4730;ESTACION CENTRAL;;342166;6295329;-70.69929737;-33.47005404
88234;Fullcarga;LUIS MORA CERRILLOS;CALLE FELIX MARGOZ  844 ;CERRILLOS;;340719;6293037;-70.71528509;-33.49056193
88237;Fullcarga;MINIMARKET JUAN PABLO;LAS REJAS SUR 1434;ESTACION CENTRAL;;341766;6294879;-70.70340285;-33.47404759
88248;Fullcarga;MINIMARKET SAN LUIS;NUEVE DE ENERO  3174;LO ESPEJO;;342390;6288944;-70.697252516631;-33.5274762610669
88403;Fullcarga;BOTILLERIA GILBERTO HUECH;LOS TEHUELCHES 5832;HUECHURABA;;347574;6306673;-70.63843017;-33.36827503
88444;Fullcarga;LOS LAGOS;LOS LAGOS 2751;PEÑALOLEN;;354693;6294096;-70.5639700679861;-33.4826560897059
88637;Fullcarga;FARM LA FE LO ESPEJO;CENTRAL CARD.RAUL SILVA HENRIQUEZ 7821;LO ESPEJO;;342570;6289833;-70.695889;-33.519935
88682;Fullcarga;BAZAR LOS CRUCES;MAR DE CHILE 1741-A;CERRO NAVIA;;335950;6301186;-70.764905;-33.4164266666667
88692;Fullcarga;GOOD LUCK;RECOLETA 901;RECOLETA;;347105;6300741;-70.6444796376811;-33.4216926086956
88695;Fullcarga;MYC;VECINAL 4986;SAN JOAQUIN;;349195;6291846;-70.6240816;-33.50258381
88842;Fullcarga;TIENDA UPA!-SHELL  (F.130);BELLAVISTA 151;RECOLETA;;347545;6299383;-70.63999388497152;-33.43411096033961
89035;Fullcarga;MINIMARKET ESPERANZA;ESPERANZA 1394;SANTIAGO;;344163;6299897;-70.6768387;-33.42927823
89246;Fullcarga;JUAN OMAR PEZZO ZONCO;VICUNA MACKENNA 8022;LA FLORIDA;;351847;6289094;-70.5959987590712;-33.5277650542645
89334;Fullcarga;KARINA;COQUIMBO 395;SANTIAGO;;347883;6297166;-70.6372928;-33.45443709
89406;Fullcarga;CAMILA SANTIAGO;SAN PABLO 2811;SANTIAGO;;344356;6299250;-70.6748631295928;-33.4350232069459
89650;Fullcarga;TIO ARTURO CERRILLOS;SAN ANDRES 4165-A;CERRILLOS;;343181;6294018;-70.68860565;-33.48202372
89655;Fullcarga;PANADERIA VILLA MEXICO CE;LOS TILOS  421;CERRILLOS;;339370;6291081;-70.729950;-33.508053
89661;Fullcarga;LUIS RAMIREZ RABIE CERRIL;CIUDAD DE MEXICO  302 H;CERRILLOS;;338756;6290845;-70.7367877;-33.50997063
89665;Fullcarga;BAZAR FREDDY;CHILLAN 1247;RENCA;;342219;6302176;-70.69752546;-33.4083333
89666;Fullcarga;ALMACEN EL PROGRESO RENCA;BALMACEDA 4804;RENCA;;340256;6302882;-70.71849915;-33.40167963
89667;Fullcarga;EL MIRADOR CERRILLOS;EL MIRADOR  504;CERRILLOS;;340386;6291441;-70.71914043;-33.50484491
89670;Fullcarga;LAS MARGARITAS RENCA;LAS MARGARITAS 2426;RENCA;;342094;6304035;-70.69846789;-33.3915755
89674;Fullcarga;FERMIN RENCA;FRESIA 2320;RENCA;;342431;6303995;-70.69486567;-33.39196234
89676;Fullcarga;MAITE;OCHO DE ENERO 4190;ESTACION CENTRAL;;342853;6295630;-70.6910943585002;-33.4672725883322
89690;Fullcarga;SANTOS SN RAMON;BOLIVIA  1729;SAN RAMON;;347378;6287768;-70.64451891;-33.5389786
89698;Fullcarga;EL CID;HISTORIADOR JAIME EYZAGUIRRE 2076;MACUL;;353161;6294910;-70.580330;-33.475220
89699;Fullcarga;SANTA IRMA LO ESPEJO;BOYERO  7750;LO ESPEJO;;342982;6289559;-70.691424;-33.522305
89703;Fullcarga;ALEBAR MACUL;FABRICIANO GONZALEZ URZUA 6054;MACUL;;351738;6291216;-70.59700028;-33.50850691
89705;Fullcarga;ROSITA CERRILLOS;REAL AUDENCIA  1655;CERRILLOS;;339359;6291592;-70.73016346;-33.50332886
89706;Fullcarga;DONDE EL POLLO;ISLA DECEPCION  202- A;LO PRADO;;340803;6297354;-70.71354405;-33.45166288
89708;Fullcarga;BOTILLERIA DON PATO;EL MIRADOR  529;CERRILLOS;;340330;6291481;-70.71972763;-33.50447589
89713;Fullcarga;LA ESCALA SUR LO BARNECHE;CIRCUNVALACION SUR  920 D;LO BARNECHEA;;360341;6307859;-70.5010613358586;-33.3593149545454
89723;Fullcarga;SANTA TERESA LO ESPEJO;3 SUR   3834;LO ESPEJO;;343376;6290894;-70.6862966873322;-33.5099296891458
89741;Fullcarga;MARIA JOSE PEDRO A CERDA;RAUL FUICA  5061;PEDRO AGUIRRE CERDA;;344200;6292892;-70.67780421;-33.49244152
89744;Fullcarga;DASIA - PAC;CLUB HIPICO 5005;PEDRO AGUIRRE CERDA;;344894;6292544;-70.67058964;-33.49558001
89747;Fullcarga;LOBUSAN;VALENZUELA LLANOS 3215 ;PEDRO AGUIRRE CERDA;;344258;6294344;-70.6768374687782;-33.4791432439108
89945;Fullcarga;SANTA ANA;NAVIDAD  2118;PEDRO AGUIRRE CERDA;;344380;6291234;-70.6754233736979;-33.5070128867187
90311;Fullcarga;EL CHIMBOTANO;SANTA ISABEL 570;SANTIAGO;;347334;6297570;-70.64256167;-33.45031561
90980;Fullcarga;TIENDA UPA!-SHELL  (F.518);SANTA MARTA DE HUECHURABA 6440;HUECHURABA;;344220;6307011;-70.67442406947181;-33.36486257905579
91449;Fullcarga;SR DE MURUHUAY;RIVERA 1558;INDEPENDENCIA;;345997;6300292;-70.657049;-33.4259786666667
91456;Fullcarga;FRANCESCA;MAPOCHO 2352;SANTIAGO;;344800;6299572;-70.6701361289357;-33.4322847335308
91684;Fullcarga;ARAKNIDO;JUAN BAUTISTA JOFRE 570 570;RECOLETA;;347493;6304788;-70.64019612801438;-33.38565743690798
91975;Fullcarga;LA PIA;FROILAN ROA 5023;MACUL;;351397;6292196;-70.60031799455521;-33.4997344179
91978;Fullcarga;BIG CHANCE 2;BENITO REBOLLEDO 2927;MACUL;;351117;6291881;-70.6028219055622;-33.5022500837448
91979;Fullcarga;KAVIMAR;LUCILA GODOY  02164 A;LO ESPEJO;;343981;6290265;-70.6798890526994;-33.5156922253547
91981;Fullcarga;LUDIGO;LOS CERRILLOS 4030 LOCAL 154;PEDRO AGUIRRE CERDA;;343472;6293847;-70.6847420027249;-33.4833246775658
91986;Fullcarga;LA KELA;CELANOVA 1298;LA PINTANA;;346410;6285568;-70.6545587280701;-33.5583858333333
91988;Fullcarga;SAGITARIO;DOCTOR AMADOR NEGHME  3900;MACUL;;352169;6292232;-70.5914448362027;-33.4992327608546
91994;Fullcarga;LA CHILOTA;JOSE JOAQUIN AGUIRRE LUCO  1065;HUECHURABA;;347002;6305756;-70.6447329569892;-33.3764619892473
92145;Fullcarga;CALVER . CERRILLOS;BUZETA  4018 ;CERRILLOS;;343202;6294274;-70.68833296;-33.47972286
92146;Fullcarga;JACQUELINE VERGARA SN RAM;SANTA ROSA 8581;SAN RAMON;;348286;6287810;-70.6345504042565;-33.5388466285392
92148;Fullcarga;DAMU 4 LIFE;MILAN  1220 ;SAN MIGUEL;;346800;6294559;-70.64957848;-33.4776734
92150;Fullcarga;CARLOS BUSTOS-MINIMARKET; 5 DE ABRIL  5172 ;ESTACION CENTRAL;;341663;6295909;-70.70460915;-33.46475484
92152;Fullcarga;AQUILES FUENZALIDA FLORES;AVDA MACUL  4261 ;MACUL;;351435;6292983;-70.59989417;-33.49268128
92153;Fullcarga;RAMON PONCE SN JOAQUIN;VICUNA MACKENNA 5561 ;SAN JOAQUIN;;350129;6291299;-70.61419479;-33.50771073
92155;Fullcarga;JU-CA PEDRO A CERDA;AVENIDA PRESIDENTE SALVADOR ALLENDE 2139 ;PEDRO AGUIRRE CERDA;;345305;6293304;-70.665121;-33.488593
92157;Fullcarga;LA ECONOMICA EST CENTRAL;PADRE JAIME LARRAIN HURTADO  132 ;ESTACION CENTRAL;;342242;6296049;-70.69820526;-33.4635234
